,driver,year,round,circuit,constructor,status,position,points,laps,race_time,fastest_lap_time,lap,fastest_lap_rank,average_speed
14069,comas,1993,16,adelaide,larrousse,+3 Laps,12,0,76,NaN,NaN,NaN,NaN,NaN
14070,cesaris,1993,1,kyalami,tyrrell,Transmission,26,0,0,NaN,NaN,NaN,NaN,NaN
14071,cesaris,1993,2,interlagos,tyrrell,Fuel system,15,0,48,NaN,NaN,NaN,NaN,NaN
14072,cesaris,1993,3,donington,tyrrell,Gearbox,14,0,55,NaN,NaN,NaN,NaN,NaN
14073,cesaris,1993,4,imola,tyrrell,Gearbox,20,0,18,NaN,NaN,NaN,NaN,NaN
14074,cesaris,1993,5,catalunya,tyrrell,Disqualified,18,0,42,NaN,NaN,NaN,NaN,NaN
14075,cesaris,1993,6,monaco,tyrrell,+2 Laps,10,0,76,NaN,NaN,NaN,NaN,NaN
14076,cesaris,1993,7,villeneuve,tyrrell,Spun off,20,0,45,NaN,NaN,NaN,NaN,NaN
14077,cesaris,1993,8,magny_cours,tyrrell,+4 Laps,15,0,68,NaN,NaN,NaN,NaN,NaN
14078,cesaris,1993,9,silverstone,tyrrell,Not classified,15,0,43,NaN,NaN,NaN,NaN,NaN
14079,cesaris,1993,10,hockenheimring,tyrrell,Gearbox,25,0,1,NaN,NaN,NaN,NaN,NaN
14080,cesaris,1993,11,hungaroring,tyrrell,+5 Laps,11,0,72,NaN,NaN,NaN,NaN,NaN
14081,cesaris,1993,12,spa,tyrrell,Engine,19,0,24,NaN,NaN,NaN,NaN,NaN
14082,cesaris,1993,13,monza,tyrrell,Oil pressure,13,0,47,NaN,NaN,NaN,NaN,NaN
14083,cesaris,1993,14,estoril,tyrrell,+3 Laps,12,0,68,NaN,NaN,NaN,NaN,NaN
14084,cesaris,1993,15,suzuka,tyrrell,Collision,24,0,0,NaN,NaN,NaN,NaN,NaN
14085,cesaris,1993,16,adelaide,tyrrell,+4 Laps,13,0,75,NaN,NaN,NaN,NaN,NaN
14086,fittipaldi,1993,1,kyalami,minardi,+1 Lap,4,3,71,NaN,NaN,NaN,NaN,NaN
14087,fittipaldi,1993,2,interlagos,minardi,Collision,17,0,28,NaN,NaN,NaN,NaN,NaN
14088,fittipaldi,1993,3,donington,minardi,+3 Laps,7,0,73,NaN,NaN,NaN,NaN,NaN
14089,fittipaldi,1993,4,imola,minardi,Steering,14,0,36,NaN,NaN,NaN,NaN,NaN
14090,fittipaldi,1993,5,catalunya,minardi,+2 Laps,8,0,63,NaN,NaN,NaN,NaN,NaN
14091,fittipaldi,1993,6,monaco,minardi,+2 Laps,5,2,76,NaN,NaN,NaN,NaN,NaN
14092,fittipaldi,1993,7,villeneuve,minardi,+2 Laps,9,0,67,NaN,NaN,NaN,NaN,NaN
14093,fittipaldi,1993,8,magny_cours,minardi,+1 Lap,8,0,71,NaN,NaN,NaN,NaN,NaN
14094,fittipaldi,1993,9,silverstone,minardi,Gearbox,12,0,56,NaN,NaN,NaN,NaN,NaN
14095,fittipaldi,1993,10,hockenheimring,minardi,+1 Lap,11,0,44,NaN,NaN,NaN,NaN,NaN
14096,fittipaldi,1993,11,hungaroring,minardi,Suspension,21,0,22,NaN,NaN,NaN,NaN,NaN
14097,fittipaldi,1993,12,spa,minardi,Spun off,20,0,15,NaN,NaN,NaN,NaN,NaN
14098,fittipaldi,1993,13,monza,minardi,+2 Laps,8,0,51,NaN,NaN,NaN,NaN,NaN
14099,fittipaldi,1993,14,estoril,minardi,+2 Laps,9,0,69,NaN,NaN,NaN,NaN,NaN
14100,gounon,1993,15,suzuka,minardi,Withdrew,18,0,26,NaN,NaN,NaN,NaN,NaN
14101,gounon,1993,16,adelaide,minardi,Spun off,17,0,34,NaN,NaN,NaN,NaN,NaN
14102,hakkinen,1993,14,estoril,mclaren,Spun off,22,0,32,NaN,NaN,NaN,NaN,NaN
14103,hakkinen,1993,15,suzuka,mclaren,Finished,3,4,53,+26.129,NaN,NaN,NaN,NaN
14104,hakkinen,1993,16,adelaide,mclaren,Brakes,18,0,28,NaN,NaN,NaN,NaN,NaN
14105,herbert,1993,1,kyalami,team_lotus,Fuel system,13,0,38,NaN,NaN,NaN,NaN,NaN
14106,herbert,1993,2,interlagos,team_lotus,Finished,4,3,71,+46.557,NaN,NaN,NaN,NaN
14107,herbert,1993,3,donington,team_lotus,+1 Lap,4,3,75,NaN,NaN,NaN,NaN,NaN
14108,herbert,1993,4,imola,team_lotus,Engine,8,0,57,NaN,NaN,NaN,NaN,NaN
14109,herbert,1993,5,catalunya,team_lotus,Suspension,25,0,2,NaN,NaN,NaN,NaN,NaN
14110,herbert,1993,6,monaco,team_lotus,Gearbox,15,0,61,NaN,NaN,NaN,NaN,NaN
14111,herbert,1993,7,villeneuve,team_lotus,+2 Laps,10,0,67,NaN,NaN,NaN,NaN,NaN
14112,herbert,1993,8,magny_cours,team_lotus,Spun off,22,0,16,NaN,NaN,NaN,NaN,NaN
14113,herbert,1993,9,silverstone,team_lotus,Finished,4,3,59,+1:18.407,NaN,NaN,NaN,NaN
14114,herbert,1993,10,hockenheimring,team_lotus,+1 Lap,10,0,44,NaN,NaN,NaN,NaN,NaN
14115,herbert,1993,11,hungaroring,team_lotus,Spun off,18,0,38,NaN,NaN,NaN,NaN,NaN
14116,herbert,1993,12,spa,team_lotus,+1 Lap,5,2,43,NaN,NaN,NaN,NaN,NaN
14117,herbert,1993,13,monza,team_lotus,Spun off,19,0,14,NaN,NaN,NaN,NaN,NaN
14118,herbert,1993,14,estoril,team_lotus,Spun off,18,0,60,NaN,NaN,NaN,NaN,NaN
14119,herbert,1993,15,suzuka,team_lotus,+2 Laps,11,0,51,NaN,NaN,NaN,NaN,NaN
14120,herbert,1993,16,adelaide,team_lotus,Suspension,22,0,9,NaN,NaN,NaN,NaN,NaN
14121,damon_hill,1993,1,kyalami,williams,Collision,21,0,16,NaN,NaN,NaN,NaN,NaN
14122,damon_hill,1993,2,interlagos,williams,Finished,2,6,71,+16.625,NaN,NaN,NaN,NaN
14123,damon_hill,1993,3,donington,williams,Finished,2,6,76,+1:23.199,NaN,NaN,NaN,NaN
14124,damon_hill,1993,4,imola,williams,Brakes,18,0,20,NaN,NaN,NaN,NaN,NaN
14125,damon_hill,1993,5,catalunya,williams,Engine,19,0,41,NaN,NaN,NaN,NaN,NaN
14126,damon_hill,1993,6,monaco,williams,Finished,2,6,78,+52.118,NaN,NaN,NaN,NaN
14127,damon_hill,1993,7,villeneuve,williams,Finished,3,4,69,+52.685,NaN,NaN,NaN,NaN
14128,damon_hill,1993,8,magny_cours,williams,Finished,2,6,72,+0.342,NaN,NaN,NaN,NaN
14129,damon_hill,1993,9,silverstone,williams,Engine,16,0,41,NaN,NaN,NaN,NaN,NaN
14130,damon_hill,1993,10,hockenheimring,williams,Tyre,15,0,43,NaN,NaN,NaN,NaN,NaN
14131,damon_hill,1993,11,hungaroring,williams,Finished,1,10,77,1:47:39.098,NaN,NaN,NaN,NaN
14132,damon_hill,1993,12,spa,williams,Finished,1,10,44,1:24:32.124,NaN,NaN,NaN,NaN
14133,damon_hill,1993,13,monza,williams,Finished,1,10,53,1:17:07.509,NaN,NaN,NaN,NaN
14134,damon_hill,1993,14,estoril,williams,Finished,3,4,71,+8.206,NaN,NaN,NaN,NaN
14135,damon_hill,1993,15,suzuka,williams,Finished,4,3,53,+1:23.538,NaN,NaN,NaN,NaN
14136,damon_hill,1993,16,adelaide,williams,Finished,3,4,79,+33.902,NaN,NaN,NaN,NaN
14137,irvine,1993,15,suzuka,jordan,Finished,6,1,53,+1:46.421,NaN,NaN,NaN,NaN
14138,irvine,1993,16,adelaide,jordan,Accident,21,0,10,NaN,NaN,NaN,NaN,NaN
14139,lehto,1993,1,kyalami,sauber,+2 Laps,5,2,70,NaN,NaN,NaN,NaN,NaN
14140,lehto,1993,2,interlagos,sauber,Electrical,14,0,52,NaN,NaN,NaN,NaN,NaN
14141,lehto,1993,3,donington,sauber,Handling,21,0,13,NaN,NaN,NaN,NaN,NaN
14142,lehto,1993,4,imola,sauber,Engine,4,3,59,NaN,NaN,NaN,NaN,NaN
14143,lehto,1993,5,catalunya,sauber,Engine,15,0,53,NaN,NaN,NaN,NaN,NaN
14144,lehto,1993,6,monaco,sauber,Accident,23,0,23,NaN,NaN,NaN,NaN,NaN
14145,lehto,1993,7,villeneuve,sauber,+1 Lap,7,0,68,NaN,NaN,NaN,NaN,NaN
14146,lehto,1993,8,magny_cours,sauber,Gearbox,20,0,22,NaN,NaN,NaN,NaN,NaN
14147,lehto,1993,9,silverstone,sauber,+1 Lap,8,0,58,NaN,NaN,NaN,NaN,NaN
14148,lehto,1993,10,hockenheimring,sauber,Spun off,20,0,22,NaN,NaN,NaN,NaN,NaN
14149,lehto,1993,11,hungaroring,sauber,Engine,23,0,18,NaN,NaN,NaN,NaN,NaN
14150,lehto,1993,12,spa,sauber,+1 Lap,9,0,43,NaN,NaN,NaN,NaN,NaN
14151,lehto,1993,13,monza,sauber,Collision,24,0,0,NaN,NaN,NaN,NaN,NaN
14152,lehto,1993,14,estoril,sauber,+2 Laps,7,0,69,NaN,NaN,NaN,NaN,NaN
14153,lehto,1993,15,suzuka,sauber,+1 Lap,8,0,52,NaN,NaN,NaN,NaN,NaN
14154,lehto,1993,16,adelaide,sauber,Accident,16,0,56,NaN,NaN,NaN,NaN,NaN
14155,katayama,1993,1,kyalami,tyrrell,Transmission,25,0,1,NaN,NaN,NaN,NaN,NaN
14156,katayama,1993,2,interlagos,tyrrell,Spun off,19,0,26,NaN,NaN,NaN,NaN,NaN
14157,katayama,1993,3,donington,tyrrell,Clutch,22,0,11,NaN,NaN,NaN,NaN,NaN
14158,katayama,1993,4,imola,tyrrell,Engine,17,0,22,NaN,NaN,NaN,NaN,NaN
14159,katayama,1993,5,catalunya,tyrrell,Spun off,24,0,11,NaN,NaN,NaN,NaN,NaN
14160,katayama,1993,6,monaco,tyrrell,Engine,21,0,31,NaN,NaN,NaN,NaN,NaN
14161,katayama,1993,7,villeneuve,tyrrell,+5 Laps,17,0,64,NaN,NaN,NaN,NaN,NaN
14162,katayama,1993,8,magny_cours,tyrrell,Gearbox,24,0,16,NaN,NaN,NaN,NaN,NaN
14163,katayama,1993,9,silverstone,tyrrell,+4 Laps,13,0,55,NaN,NaN,NaN,NaN,NaN
14164,katayama,1993,10,hockenheimring,tyrrell,Halfshaft,19,0,28,NaN,NaN,NaN,NaN,NaN
14165,katayama,1993,11,hungaroring,tyrrell,+4 Laps,10,0,73,NaN,NaN,NaN,NaN,NaN
14166,katayama,1993,12,spa,tyrrell,+4 Laps,15,0,40,NaN,NaN,NaN,NaN,NaN
14167,katayama,1993,13,monza,tyrrell,+6 Laps,14,0,47,NaN,NaN,NaN,NaN,NaN
14168,katayama,1993,14,estoril,tyrrell,Spun off,25,0,12,NaN,NaN,NaN,NaN,NaN
14169,katayama,1993,15,suzuka,tyrrell,Engine,19,0,26,NaN,NaN,NaN,NaN,NaN
14170,katayama,1993,16,adelaide,tyrrell,Spun off,20,0,11,NaN,NaN,NaN,NaN,NaN
14171,lamy,1993,13,monza,team_lotus,Electrical,11,0,49,NaN,NaN,NaN,NaN,NaN
14172,lamy,1993,14,estoril,team_lotus,Spun off,17,0,61,NaN,NaN,NaN,NaN,NaN
14173,lamy,1993,15,suzuka,team_lotus,Spun off,13,0,49,NaN,NaN,NaN,NaN,NaN
14174,lamy,1993,16,adelaide,team_lotus,Accident,24,0,0,NaN,NaN,NaN,NaN,NaN
14175,martini,1993,9,silverstone,minardi,Physical,20,0,31,NaN,NaN,NaN,NaN,NaN
14176,martini,1993,10,hockenheimring,minardi,+1 Lap,14,0,44,NaN,NaN,NaN,NaN,NaN
14177,martini,1993,11,hungaroring,minardi,Accident,13,0,59,NaN,NaN,NaN,NaN,NaN
14178,martini,1993,12,spa,minardi,Spun off,21,0,15,NaN,NaN,NaN,NaN,NaN
14179,martini,1993,13,monza,minardi,+2 Laps,7,0,51,NaN,NaN,NaN,NaN,NaN
14180,martini,1993,14,estoril,minardi,+2 Laps,8,0,69,NaN,NaN,NaN,NaN,NaN
14181,martini,1993,15,suzuka,minardi,+2 Laps,10,0,51,NaN,NaN,NaN,NaN,NaN
14182,martini,1993,16,adelaide,minardi,Gearbox,23,0,5,NaN,NaN,NaN,NaN,NaN
14183,naspetti,1993,14,estoril,jordan,Engine,26,0,8,NaN,NaN,NaN,NaN,NaN
14184,patrese,1993,1,kyalami,benetton,Spun off,11,0,46,NaN,NaN,NaN,NaN,NaN
14185,patrese,1993,2,interlagos,benetton,Suspension,21,0,3,NaN,NaN,NaN,NaN,NaN
14186,patrese,1993,3,donington,benetton,+2 Laps,5,2,74,NaN,NaN,NaN,NaN,NaN
14187,patrese,1993,4,imola,benetton,Spun off,25,0,0,NaN,NaN,NaN,NaN,NaN
14188,patrese,1993,5,catalunya,benetton,+1 Lap,4,3,64,NaN,NaN,NaN,NaN,NaN
14189,patrese,1993,6,monaco,benetton,Engine,16,0,53,NaN,NaN,NaN,NaN,NaN
14190,patrese,1993,7,villeneuve,benetton,Physical,19,0,52,NaN,NaN,NaN,NaN,NaN
14191,patrese,1993,8,magny_cours,benetton,+2 Laps,10,0,70,NaN,NaN,NaN,NaN,NaN
14192,patrese,1993,9,silverstone,benetton,Finished,3,4,59,+1:17.482,NaN,NaN,NaN,NaN
14193,patrese,1993,10,hockenheimring,benetton,Finished,5,2,45,+1:31.516,NaN,NaN,NaN,NaN
14194,patrese,1993,11,hungaroring,benetton,Finished,2,6,77,+1:11.915,NaN,NaN,NaN,NaN
14195,patrese,1993,12,spa,benetton,+1 Lap,6,1,43,NaN,NaN,NaN,NaN,NaN
14196,patrese,1993,13,monza,benetton,+1 Lap,5,2,52,NaN,NaN,NaN,NaN,NaN
14197,patrese,1993,14,estoril,benetton,Accident,16,0,63,NaN,NaN,NaN,NaN,NaN
14198,patrese,1993,15,suzuka,benetton,Spun off,15,0,45,NaN,NaN,NaN,NaN,NaN
14199,patrese,1993,16,adelaide,benetton,Fuel system,8,0,77,NaN,NaN,NaN,NaN,NaN
14200,prost,1993,1,kyalami,williams,Finished,1,10,72,1:38:45.082,NaN,NaN,NaN,NaN
14201,prost,1993,2,interlagos,williams,Collision,16,0,29,NaN,NaN,NaN,NaN,NaN
14202,prost,1993,3,donington,williams,+1 Lap,3,4,75,NaN,NaN,NaN,NaN,NaN
14203,prost,1993,4,imola,williams,Finished,1,10,61,1:33:20.413,NaN,NaN,NaN,NaN
14204,prost,1993,5,catalunya,williams,Finished,1,10,65,1:32:27.685,NaN,NaN,NaN,NaN
14205,prost,1993,6,monaco,williams,+1 Lap,4,3,77,NaN,NaN,NaN,NaN,NaN
14206,prost,1993,7,villeneuve,williams,Finished,1,10,69,1:36:41.822,NaN,NaN,NaN,NaN
14207,prost,1993,8,magny_cours,williams,Finished,1,10,72,1:38:35.241,NaN,NaN,NaN,NaN
14208,prost,1993,9,silverstone,williams,Finished,1,10,59,1:25:38.189,NaN,NaN,NaN,NaN
14209,prost,1993,10,hockenheimring,williams,Finished,1,10,45,1:18:40.885,NaN,NaN,NaN,NaN
14210,prost,1993,11,hungaroring,williams,+7 Laps,12,0,70,NaN,NaN,NaN,NaN,NaN
14211,prost,1993,12,spa,williams,Finished,3,4,44,+14.988,NaN,NaN,NaN,NaN
14212,prost,1993,13,monza,williams,Engine,12,0,48,NaN,NaN,NaN,NaN,NaN
14213,prost,1993,14,estoril,williams,Finished,2,6,71,+0.982,NaN,NaN,NaN,NaN
14214,prost,1993,15,suzuka,williams,Finished,2,6,53,+11.435,NaN,NaN,NaN,NaN
14215,prost,1993,16,adelaide,williams,Finished,2,6,79,+9.259,NaN,NaN,NaN,NaN
14216,michael_schumacher,1993,1,kyalami,benetton,Spun off,12,0,39,NaN,NaN,NaN,NaN,NaN
14217,michael_schumacher,1993,2,interlagos,benetton,Finished,3,4,71,+45.436,NaN,NaN,NaN,NaN
14218,michael_schumacher,1993,3,donington,benetton,Spun off,18,0,22,NaN,NaN,NaN,NaN,NaN
14219,michael_schumacher,1993,4,imola,benetton,Finished,2,6,61,+32.410,NaN,NaN,NaN,NaN
14220,michael_schumacher,1993,5,catalunya,benetton,Finished,3,4,65,+27.125,NaN,NaN,NaN,NaN
14221,michael_schumacher,1993,6,monaco,benetton,Hydraulics,20,0,32,NaN,NaN,NaN,NaN,NaN
14222,michael_schumacher,1993,7,villeneuve,benetton,Finished,2,6,69,+14.527,NaN,NaN,NaN,NaN
14223,michael_schumacher,1993,8,magny_cours,benetton,Finished,3,4,72,+21.209,NaN,NaN,NaN,NaN
14224,michael_schumacher,1993,9,silverstone,benetton,Finished,2,6,59,+7.660,NaN,NaN,NaN,NaN
14225,michael_schumacher,1993,10,hockenheimring,benetton,Finished,2,6,45,+16.664,NaN,NaN,NaN,NaN
14226,michael_schumacher,1993,11,hungaroring,benetton,Fuel pump,20,0,26,NaN,NaN,NaN,NaN,NaN
14227,michael_schumacher,1993,12,spa,benetton,Finished,2,6,44,+3.668,NaN,NaN,NaN,NaN
14228,michael_schumacher,1993,13,monza,benetton,Engine,16,0,21,NaN,NaN,NaN,NaN,NaN
14229,michael_schumacher,1993,14,estoril,benetton,Finished,1,10,71,1:32:46.309,NaN,NaN,NaN,NaN
14230,michael_schumacher,1993,15,suzuka,benetton,Collision,22,0,10,NaN,NaN,NaN,NaN,NaN
14231,michael_schumacher,1993,16,adelaide,benetton,Engine,19,0,19,NaN,NaN,NaN,NaN,NaN
14232,senna,1993,1,kyalami,mclaren,Finished,2,6,72,+1:19.824,NaN,NaN,NaN,NaN
14233,senna,1993,2,interlagos,mclaren,Finished,1,10,71,1:51:15.485,NaN,NaN,NaN,NaN
14234,senna,1993,3,donington,mclaren,Finished,1,10,76,1:50:46.570,NaN,NaN,NaN,NaN
14235,senna,1993,4,imola,mclaren,Hydraulics,12,0,42,NaN,NaN,NaN,NaN,NaN
14236,senna,1993,5,catalunya,mclaren,Finished,2,6,65,+16.873,NaN,NaN,NaN,NaN
14237,senna,1993,6,monaco,mclaren,Finished,1,10,78,1:52:10.947,NaN,NaN,NaN,NaN
14238,senna,1993,7,villeneuve,mclaren,Electrical,18,0,62,NaN,NaN,NaN,NaN,NaN
14239,senna,1993,8,magny_cours,mclaren,Finished,4,3,72,+32.405,NaN,NaN,NaN,NaN
14240,senna,1993,9,silverstone,mclaren,Out of fuel,5,2,58,NaN,NaN,NaN,NaN,NaN
14241,senna,1993,10,hockenheimring,mclaren,Finished,4,3,45,+1:08.229,NaN,NaN,NaN,NaN
14242,senna,1993,11,hungaroring,mclaren,Throttle,24,0,17,NaN,NaN,NaN,NaN,NaN
14243,senna,1993,12,spa,mclaren,Finished,4,3,44,+1:39.763,NaN,NaN,NaN,NaN
14244,senna,1993,13,monza,mclaren,Collision,21,0,8,NaN,NaN,NaN,NaN,NaN
14245,senna,1993,14,estoril,mclaren,Engine,24,0,19,NaN,NaN,NaN,NaN,NaN
14246,senna,1993,15,suzuka,mclaren,Finished,1,10,53,1:40:27.912,NaN,NaN,NaN,NaN
14247,senna,1993,16,adelaide,mclaren,Finished,1,10,79,1:43:27.476,NaN,NaN,NaN,NaN
14248,toshio_suzuki,1993,15,suzuka,larrousse,+2 Laps,12,0,51,NaN,NaN,NaN,NaN,NaN
14249,toshio_suzuki,1993,16,adelaide,larrousse,+5 Laps,14,0,74,NaN,NaN,NaN,NaN,NaN
14250,suzuki,1993,1,kyalami,footwork,Collision,19,0,21,NaN,NaN,NaN,NaN,NaN
14251,suzuki,1993,2,interlagos,footwork,Spun off,18,0,27,NaN,NaN,NaN,NaN,NaN
14252,suzuki,1993,3,donington,footwork,Gearbox,16,0,29,NaN,NaN,NaN,NaN,NaN
14253,suzuki,1993,4,imola,footwork,+7 Laps,9,0,54,NaN,NaN,NaN,NaN,NaN
14254,suzuki,1993,5,catalunya,footwork,+2 Laps,10,0,63,NaN,NaN,NaN,NaN,NaN
14255,suzuki,1993,6,monaco,footwork,Spun off,18,0,46,NaN,NaN,NaN,NaN,NaN
14256,suzuki,1993,7,villeneuve,footwork,+3 Laps,13,0,66,NaN,NaN,NaN,NaN,NaN
14257,suzuki,1993,8,magny_cours,footwork,+2 Laps,12,0,70,NaN,NaN,NaN,NaN,NaN
14258,suzuki,1993,9,silverstone,footwork,Spun off,23,0,8,NaN,NaN,NaN,NaN,NaN
14259,suzuki,1993,10,hockenheimring,footwork,Collision,22,0,9,NaN,NaN,NaN,NaN,NaN
14260,suzuki,1993,11,hungaroring,footwork,Spun off,16,0,41,NaN,NaN,NaN,NaN,NaN
14261,suzuki,1993,12,spa,footwork,Gearbox,22,0,14,NaN,NaN,NaN,NaN,NaN
14262,suzuki,1993,13,monza,footwork,Collision,22,0,0,NaN,NaN,NaN,NaN,NaN
14263,suzuki,1993,14,estoril,footwork,Gearbox,23,0,27,NaN,NaN,NaN,NaN,NaN
14264,suzuki,1993,15,suzuka,footwork,Spun off,17,0,28,NaN,NaN,NaN,NaN,NaN
14265,suzuki,1993,16,adelaide,footwork,+1 Lap,7,0,78,NaN,NaN,NaN,NaN,NaN
14266,warwick,1993,1,kyalami,footwork,Spun off,7,0,69,NaN,NaN,NaN,NaN,NaN
14267,warwick,1993,2,interlagos,footwork,+2 Laps,9,0,69,NaN,NaN,NaN,NaN,NaN
14268,warwick,1993,3,donington,footwork,Gearbox,12,0,66,NaN,NaN,NaN,NaN,NaN
14269,warwick,1993,4,imola,footwork,Spun off,16,0,29,NaN,NaN,NaN,NaN,NaN
14270,warwick,1993,5,catalunya,footwork,+3 Laps,13,0,62,NaN,NaN,NaN,NaN,NaN
14271,warwick,1993,6,monaco,footwork,Throttle,19,0,43,NaN,NaN,NaN,NaN,NaN
14272,warwick,1993,7,villeneuve,footwork,+4 Laps,16,0,65,NaN,NaN,NaN,NaN,NaN
14273,warwick,1993,8,magny_cours,footwork,+2 Laps,13,0,70,NaN,NaN,NaN,NaN,NaN
14274,warwick,1993,9,silverstone,footwork,+1 Lap,6,1,58,NaN,NaN,NaN,NaN,NaN
14275,warwick,1993,10,hockenheimring,footwork,+3 Laps,17,0,42,NaN,NaN,NaN,NaN,NaN
14276,warwick,1993,11,hungaroring,footwork,+1 Lap,4,3,76,NaN,NaN,NaN,NaN,NaN
14277,warwick,1993,12,spa,footwork,Engine,17,0,28,NaN,NaN,NaN,NaN,NaN
14278,warwick,1993,13,monza,footwork,Collision,23,0,0,NaN,NaN,NaN,NaN,NaN
14279,warwick,1993,14,estoril,footwork,Accident,15,0,63,NaN,NaN,NaN,NaN,NaN
14280,warwick,1993,15,suzuka,footwork,Collision,14,0,48,NaN,NaN,NaN,NaN,NaN
14281,warwick,1993,16,adelaide,footwork,+2 Laps,10,0,77,NaN,NaN,NaN,NaN,NaN
14282,wendlinger,1993,1,kyalami,sauber,Engine,14,0,33,NaN,NaN,NaN,NaN,NaN
14283,wendlinger,1993,2,interlagos,sauber,Engine,13,0,61,NaN,NaN,NaN,NaN,NaN
14284,wendlinger,1993,3,donington,sauber,Collision,24,0,0,NaN,NaN,NaN,NaN,NaN
14285,wendlinger,1993,4,imola,sauber,Engine,11,0,48,NaN,NaN,NaN,NaN,NaN
14286,wendlinger,1993,5,catalunya,sauber,Fuel system,17,0,42,NaN,NaN,NaN,NaN,NaN
14287,wendlinger,1993,6,monaco,sauber,+4 Laps,13,0,74,NaN,NaN,NaN,NaN,NaN
14288,wendlinger,1993,7,villeneuve,sauber,+1 Lap,6,1,68,NaN,NaN,NaN,NaN,NaN
14289,wendlinger,1993,8,magny_cours,sauber,Gearbox,19,0,25,NaN,NaN,NaN,NaN,NaN
14290,wendlinger,1993,9,silverstone,sauber,Spun off,21,0,24,NaN,NaN,NaN,NaN,NaN
14291,wendlinger,1993,10,hockenheimring,sauber,+1 Lap,9,0,44,NaN,NaN,NaN,NaN,NaN
14292,wendlinger,1993,11,hungaroring,sauber,+1 Lap,6,1,76,NaN,NaN,NaN,NaN,NaN
14293,wendlinger,1993,12,spa,sauber,Engine,18,0,27,NaN,NaN,NaN,NaN,NaN
14294,wendlinger,1993,13,monza,sauber,+1 Lap,4,3,52,NaN,NaN,NaN,NaN,NaN
14295,wendlinger,1993,14,estoril,sauber,+1 Lap,5,2,70,NaN,NaN,NaN,NaN,NaN
14296,wendlinger,1993,15,suzuka,sauber,Engine,20,0,25,NaN,NaN,NaN,NaN,NaN
14297,wendlinger,1993,16,adelaide,sauber,Brakes,15,0,73,NaN,NaN,NaN,NaN,NaN
14298,zanardi,1993,1,kyalami,team_lotus,Collision,22,0,16,NaN,NaN,NaN,NaN,NaN
14299,zanardi,1993,2,interlagos,team_lotus,+1 Lap,6,1,70,NaN,NaN,NaN,NaN,NaN
14300,zanardi,1993,3,donington,team_lotus,+4 Laps,8,0,72,NaN,NaN,NaN,NaN,NaN
14301,zanardi,1993,4,imola,team_lotus,Spun off,10,0,53,NaN,NaN,NaN,NaN,NaN
14302,zanardi,1993,5,catalunya,team_lotus,Engine,14,0,60,NaN,NaN,NaN,NaN,NaN
14303,zanardi,1993,6,monaco,team_lotus,+2 Laps,7,0,76,NaN,NaN,NaN,NaN,NaN
14304,zanardi,1993,7,villeneuve,team_lotus,+2 Laps,11,0,67,NaN,NaN,NaN,NaN,NaN
14305,zanardi,1993,8,magny_cours,team_lotus,Suspension,25,0,9,NaN,NaN,NaN,NaN,NaN
14306,zanardi,1993,9,silverstone,team_lotus,Suspension,17,0,41,NaN,NaN,NaN,NaN,NaN
14307,zanardi,1993,10,hockenheimring,team_lotus,Spun off,21,0,19,NaN,NaN,NaN,NaN,NaN
14308,zanardi,1993,11,hungaroring,team_lotus,Gearbox,15,0,45,NaN,NaN,NaN,NaN,NaN
14309,zanardi,1993,12,spa,team_lotus,Injury,26,0,0,NaN,NaN,NaN,NaN,NaN
14310,adams,1994,11,spa,team_lotus,Spun off,21,0,15,NaN,NaN,NaN,NaN,NaN
14311,adams,1994,13,estoril,team_lotus,+4 Laps,16,0,67,NaN,NaN,NaN,NaN,NaN
14312,alboreto,1994,1,interlagos,minardi,Engine,22,0,7,NaN,NaN,NaN,NaN,NaN
14313,alboreto,1994,2,okayama,minardi,Collision,14,0,69,NaN,NaN,NaN,NaN,NaN
14314,alboreto,1994,3,imola,minardi,Wheel,15,0,44,NaN,NaN,NaN,NaN,NaN
14315,alboreto,1994,4,monaco,minardi,+1 Lap,6,1,77,NaN,NaN,NaN,NaN,NaN
14316,alboreto,1994,5,catalunya,minardi,Engine,24,0,4,NaN,NaN,NaN,NaN,NaN
14317,alboreto,1994,6,villeneuve,minardi,+2 Laps,11,0,67,NaN,NaN,NaN,NaN,NaN
14318,alboreto,1994,7,magny_cours,minardi,Engine,25,0,21,NaN,NaN,NaN,NaN,NaN
14319,alboreto,1994,8,silverstone,minardi,Engine,18,0,48,NaN,NaN,NaN,NaN,NaN
14320,alboreto,1994,9,hockenheimring,minardi,Collision,26,0,0,NaN,NaN,NaN,NaN,NaN
14321,alboreto,1994,10,hungaroring,minardi,+2 Laps,7,0,75,NaN,NaN,NaN,NaN,NaN
14322,alboreto,1994,11,spa,minardi,+1 Lap,9,0,43,NaN,NaN,NaN,NaN,NaN
14323,alboreto,1994,12,monza,minardi,Gearbox,17,0,28,NaN,NaN,NaN,NaN,NaN
14324,alboreto,1994,13,estoril,minardi,+2 Laps,13,0,69,NaN,NaN,NaN,NaN,NaN
14325,alboreto,1994,14,jerez,minardi,+2 Laps,14,0,67,NaN,NaN,NaN,NaN,NaN
14326,alboreto,1994,15,suzuka,minardi,Spun off,21,0,10,NaN,NaN,NaN,NaN,NaN
14327,alboreto,1994,16,adelaide,minardi,Suspension,13,0,69,NaN,NaN,NaN,NaN,NaN
