,driver,year,round,circuit,constructor,status,position,points,laps,race_time,fastest_lap_time,lap,fastest_lap_rank,average_speed
1192,portago,1956,8,monza,ferrari,Tyre,22,0,6,NaN,NaN,NaN,NaN,NaN
1193,dinsmore,1956,3,indianapolis,kurtis_kraft,+9 Laps,17,0,191,NaN,NaN,NaN,NaN,NaN
1194,elisian,1956,3,indianapolis,kurtis_kraft,Brakes,23,0,160,NaN,NaN,NaN,NaN,NaN
1195,emery,1956,6,silverstone,emeryson,Ignition,25,0,12,NaN,NaN,NaN,NaN,NaN
1196,fairman,1956,6,silverstone,connaught,+3 Laps,4,3,98,NaN,NaN,NaN,NaN,NaN
1197,fairman,1956,8,monza,connaught,+3 Laps,5,2,47,NaN,NaN,NaN,NaN,NaN
1198,fangio,1956,1,galvez,ferrari,Finished,1,5,98,3:00:03.7,NaN,NaN,NaN,NaN
1199,fangio,1956,2,monaco,ferrari,Finished,2,4,100,+6.1,NaN,NaN,NaN,NaN
1200,fangio,1956,4,spa,ferrari,Transmission,9,0,23,NaN,NaN,NaN,NaN,NaN
1201,fangio,1956,5,reims,ferrari,Finished,4,4,61,+1:35.1,NaN,NaN,NaN,NaN
1202,fangio,1956,6,silverstone,ferrari,Finished,1,8,101,2:59:47.0,NaN,NaN,NaN,NaN
1203,fangio,1956,7,nurburgring,ferrari,Finished,1,9,22,3:38:43.7,NaN,NaN,NaN,NaN
1204,fangio,1956,8,monza,ferrari,Finished,2,3,50,+5.7,NaN,NaN,NaN,NaN
1205,flaherty,1956,3,indianapolis,watson,Finished,1,8,200,3:53:28.84,NaN,NaN,NaN,NaN
1206,flockhart,1956,6,silverstone,brm,Engine,27,0,2,NaN,NaN,NaN,NaN,NaN
1207,flockhart,1956,8,monza,connaught,+1 Lap,3,4,49,NaN,NaN,NaN,NaN,NaN
1208,freeland,1956,3,indianapolis,phillips,Finished,3,4,200,+1:30.23,NaN,NaN,NaN,NaN
1209,frere,1956,4,spa,ferrari,Finished,2,6,36,+1:51.3,NaN,NaN,NaN,NaN
1210,garrett,1956,3,indianapolis,kuzma,+6 Laps,16,0,194,NaN,NaN,NaN,NaN,NaN
1211,gendebien,1956,1,galvez,ferrari,+7 Laps,5,2,91,NaN,NaN,NaN,NaN,NaN
1212,gendebien,1956,5,reims,ferrari,Clutch,14,0,38,NaN,NaN,NaN,NaN,NaN
1213,gerard,1956,6,silverstone,cooper,+13 Laps,11,0,88,NaN,NaN,NaN,NaN,NaN
1214,gerini,1956,1,galvez,maserati,+6 Laps,4,1.5,92,NaN,NaN,NaN,NaN,NaN
1215,gerini,1956,8,monza,maserati,+8 Laps,10,0,42,NaN,NaN,NaN,NaN,NaN
1216,godia,1956,4,spa,maserati,Accident,15,0,0,NaN,NaN,NaN,NaN,NaN
1217,godia,1956,5,reims,maserati,+4 Laps,7,0,57,NaN,NaN,NaN,NaN,NaN
1218,godia,1956,6,silverstone,maserati,+7 Laps,8,0,94,NaN,NaN,NaN,NaN,NaN
1219,godia,1956,7,nurburgring,maserati,+2 Laps,4,3,20,NaN,NaN,NaN,NaN,NaN
1220,godia,1956,8,monza,maserati,+1 Lap,4,3,49,NaN,NaN,NaN,NaN,NaN
1221,oscar_gonzalez,1956,1,galvez,maserati,+10 Laps,6,0,88,NaN,NaN,NaN,NaN,NaN
1222,gonzalez,1956,1,galvez,maserati,Engine,12,0,24,NaN,NaN,NaN,NaN,NaN
1223,gonzalez,1956,6,silverstone,vanwall,Transmission,28,0,0,NaN,NaN,NaN,NaN,NaN
1224,gould,1956,2,monaco,maserati,+15 Laps,8,0,85,NaN,NaN,NaN,NaN,NaN
1225,gould,1956,4,spa,maserati,Gearbox,14,0,2,NaN,NaN,NaN,NaN,NaN
1226,gould,1956,6,silverstone,maserati,+4 Laps,5,2,97,NaN,NaN,NaN,NaN,NaN
1227,gould,1956,7,nurburgring,maserati,Oil pressure,16,0,3,NaN,NaN,NaN,NaN,NaN
1228,griffith,1956,3,indianapolis,stevens,+1 Lap,10,0,199,NaN,NaN,NaN,NaN,NaN
1229,halford,1956,6,silverstone,maserati,Engine,22,0,22,NaN,NaN,NaN,NaN,NaN
1230,halford,1956,7,nurburgring,maserati,Disqualified,6,0,20,NaN,NaN,NaN,NaN,NaN
1231,halford,1956,8,monza,maserati,Engine,16,0,16,NaN,NaN,NaN,NaN,NaN
1232,hanks,1956,3,indianapolis,kurtis_kraft,Finished,2,6,200,+0:20.45,NaN,NaN,NaN,NaN
1233,hartley,1956,3,indianapolis,kuzma,+4 Laps,11,0,196,NaN,NaN,NaN,NaN,NaN
1234,hawthorn,1956,1,galvez,maserati,+2 Laps,3,4,96,NaN,NaN,NaN,NaN,NaN
1235,hawthorn,1956,2,monaco,brm,Engine,16,0,0,NaN,NaN,NaN,NaN,NaN
1236,hawthorn,1956,5,reims,vanwall,+5 Laps,10,0,56,NaN,NaN,NaN,NaN,NaN
1237,hawthorn,1956,6,silverstone,brm,Transmission,20,0,24,NaN,NaN,NaN,NaN,NaN
1238,herman,1956,3,indianapolis,kurtis_kraft,Accident,28,0,74,NaN,NaN,NaN,NaN,NaN
1239,johnson,1956,3,indianapolis,kuzma,+5 Laps,15,0,195,NaN,NaN,NaN,NaN,NaN
1240,keller,1956,3,indianapolis,kurtis_kraft,+5 Laps,14,0,195,NaN,NaN,NaN,NaN,NaN
1241,landi,1956,1,galvez,maserati,+6 Laps,4,1.5,92,NaN,NaN,NaN,NaN,NaN
1242,leston,1956,8,monza,connaught,Suspension,23,0,6,NaN,NaN,NaN,NaN,NaN
1243,linden,1956,3,indianapolis,kurtis_kraft,Oil leak,27,0,90,NaN,NaN,NaN,NaN,NaN
1244,maglioli,1956,6,silverstone,maserati,Gearbox,23,0,21,NaN,NaN,NaN,NaN,NaN
1245,maglioli,1956,7,nurburgring,maserati,Steering,15,0,3,NaN,NaN,NaN,NaN,NaN
1246,maglioli,1956,8,monza,maserati,Steering,13,0,42,NaN,NaN,NaN,NaN,NaN
1247,manzon,1956,2,monaco,gordini,Accident,9,0,90,NaN,NaN,NaN,NaN,NaN
1248,manzon,1956,5,reims,gordini,+5 Laps,9,0,56,NaN,NaN,NaN,NaN,NaN
1249,manzon,1956,6,silverstone,gordini,+7 Laps,9,0,94,NaN,NaN,NaN,NaN,NaN
1250,manzon,1956,7,nurburgring,gordini,Suspension,18,0,0,NaN,NaN,NaN,NaN,NaN
1251,manzon,1956,8,monza,gordini,Chassis,21,0,7,NaN,NaN,NaN,NaN,NaN
1252,menditeguy,1956,1,galvez,maserati,Halfshaft,10,0,42,NaN,NaN,NaN,NaN,NaN
1253,milhoux,1956,7,nurburgring,gordini,Engine,8,0,15,NaN,NaN,NaN,NaN,NaN
1254,moss,1956,1,galvez,maserati,Engine,7,0,81,NaN,NaN,NaN,NaN,NaN
1255,moss,1956,2,monaco,maserati,Finished,1,8,100,3:00:32.9,NaN,NaN,NaN,NaN
1256,moss,1956,4,spa,maserati,Finished,3,3,36,+3:16.6,NaN,NaN,NaN,NaN
1257,moss,1956,5,reims,maserati,+2 Laps,5,1,59,NaN,NaN,NaN,NaN,NaN
1258,moss,1956,6,silverstone,maserati,Axle,12,1,94,NaN,NaN,NaN,NaN,NaN
1259,moss,1956,7,nurburgring,maserati,Finished,2,6,22,+46.4,NaN,NaN,NaN,NaN
1260,moss,1956,8,monza,maserati,Finished,1,9,50,2:23:41.3,NaN,NaN,NaN,NaN
1261,musso,1956,1,galvez,ferrari,Finished,1,5,98,3:00:03.7,NaN,NaN,NaN,NaN
1262,musso,1956,2,monaco,ferrari,Accident,14,0,2,NaN,NaN,NaN,NaN,NaN
1263,musso,1956,7,nurburgring,ferrari,Accident,12,0,11,NaN,NaN,NaN,NaN,NaN
1264,musso,1956,8,monza,ferrari,Steering,12,0,47,NaN,NaN,NaN,NaN,NaN
1265,connor,1956,3,indianapolis,kurtis_kraft,+13 Laps,18,0,187,NaN,NaN,NaN,NaN,NaN
1266,parsons,1956,3,indianapolis,kurtis_kraft,Finished,4,3,200,+3:25.69,NaN,NaN,NaN,NaN
1267,perdisa,1956,2,monaco,maserati,+14 Laps,7,0,86,NaN,NaN,NaN,NaN,NaN
1268,perdisa,1956,4,spa,maserati,Finished,3,2,36,+3:16.6,NaN,NaN,NaN,NaN
1269,perdisa,1956,5,reims,maserati,+2 Laps,5,1,59,NaN,NaN,NaN,NaN,NaN
1270,perdisa,1956,6,silverstone,maserati,+6 Laps,7,0,95,NaN,NaN,NaN,NaN,NaN
1271,perdisa,1956,7,nurburgring,maserati,Withdrew,20,0,0,NaN,NaN,NaN,NaN,NaN
1272,andre_pilette,1956,2,monaco,gordini,+12 Laps,6,0,88,NaN,NaN,NaN,NaN,NaN
1273,andre_pilette,1956,4,spa,ferrari,+3 Laps,6,0,33,NaN,NaN,NaN,NaN,NaN
1274,andre_pilette,1956,5,reims,gordini,+6 Laps,11,0,55,NaN,NaN,NaN,NaN,NaN
1275,andre_pilette,1956,7,nurburgring,gordini,Withdrew,21,0,0,NaN,NaN,NaN,NaN,NaN
1276,piotti,1956,1,galvez,maserati,Accident,9,0,57,NaN,NaN,NaN,NaN,NaN
1277,piotti,1956,7,nurburgring,maserati,Withdrew,22,0,0,NaN,NaN,NaN,NaN,NaN
1278,piotti,1956,8,monza,maserati,+3 Laps,6,0,47,NaN,NaN,NaN,NaN,NaN
1279,rathmann,1956,3,indianapolis,kurtis_kraft,Engine,20,0,175,NaN,NaN,NaN,NaN,NaN
1280,dick_rathmann,1956,3,indianapolis,kurtis_kraft,Finished,5,2,200,+4:21.81,NaN,NaN,NaN,NaN
1281,reece,1956,3,indianapolis,lesovsky,Finished,9,0,200,+6:38.31,NaN,NaN,NaN,NaN
1282,rosier,1956,2,monaco,maserati,Engine,10,0,72,NaN,NaN,NaN,NaN,NaN
1283,rosier,1956,4,spa,maserati,+3 Laps,8,0,33,NaN,NaN,NaN,NaN,NaN
1284,rosier,1956,5,reims,maserati,+3 Laps,6,0,58,NaN,NaN,NaN,NaN,NaN
1285,rosier,1956,6,silverstone,maserati,Electrical,21,0,23,NaN,NaN,NaN,NaN,NaN
1286,rosier,1956,7,nurburgring,maserati,+3 Laps,5,2,19,NaN,NaN,NaN,NaN,NaN
1287,russo,1956,3,indianapolis,kurtis_kraft,Brakes,23,0,160,NaN,NaN,NaN,NaN,NaN
1288,paul_russo,1956,3,indianapolis,kurtis_kraft,Accident,33,1,21,NaN,NaN,NaN,NaN,NaN
1289,ruttman,1956,3,indianapolis,kurtis_kraft,Spun off,31,0,22,NaN,NaN,NaN,NaN,NaN
1290,salvadori,1956,6,silverstone,maserati,Fuel system,18,0,59,NaN,NaN,NaN,NaN,NaN
1291,salvadori,1956,7,nurburgring,maserati,Suspension,17,0,2,NaN,NaN,NaN,NaN,NaN
1292,salvadori,1956,8,monza,maserati,+9 Laps,11,0,41,NaN,NaN,NaN,NaN,NaN
1293,scarlatti,1956,2,monaco,ferrari,Did not qualify,15,0,0,NaN,NaN,NaN,NaN,NaN
1294,scarlatti,1956,7,nurburgring,ferrari,Engine,19,0,0,NaN,NaN,NaN,NaN,NaN
1295,schell,1956,2,monaco,vanwall,Accident,13,0,2,NaN,NaN,NaN,NaN,NaN
1296,schell,1956,4,spa,vanwall,+1 Lap,4,3,35,NaN,NaN,NaN,NaN,NaN
1297,schell,1956,5,reims,vanwall,+5 Laps,10,0,56,NaN,NaN,NaN,NaN,NaN
1298,schell,1956,6,silverstone,vanwall,Fuel system,13,0,87,NaN,NaN,NaN,NaN,NaN
1299,schell,1956,7,nurburgring,maserati,Overheating,10,0,13,NaN,NaN,NaN,NaN,NaN
1300,schell,1956,8,monza,vanwall,Transmission,14,0,32,NaN,NaN,NaN,NaN,NaN
1301,scott_Brown,1956,6,silverstone,connaught,Transmission,24,0,16,NaN,NaN,NaN,NaN,NaN
1302,scotti,1956,4,spa,connaught,Engine,13,0,10,NaN,NaN,NaN,NaN,NaN
1303,simon,1956,5,reims,maserati,Engine,12,0,41,NaN,NaN,NaN,NaN,NaN
1304,simon,1956,8,monza,gordini,+5 Laps,9,0,45,NaN,NaN,NaN,NaN,NaN
1305,sweikert,1956,3,indianapolis,kuzma,Finished,6,0,200,+5:35.05,NaN,NaN,NaN,NaN
1306,taruffi,1956,8,monza,vanwall,Oil leak,18,0,12,NaN,NaN,NaN,NaN,NaN
1307,thomson,1956,3,indianapolis,kuzma,Spun off,32,0,22,NaN,NaN,NaN,NaN,NaN
1308,titterington,1956,6,silverstone,connaught,Engine,14,0,74,NaN,NaN,NaN,NaN,NaN
1309,tolan,1956,3,indianapolis,kurtis_kraft,Engine,21,0,173,NaN,NaN,NaN,NaN,NaN
1310,trintignant,1956,2,monaco,vanwall,Overheating,12,0,13,NaN,NaN,NaN,NaN,NaN
1311,trintignant,1956,4,spa,vanwall,Fuel system,10,0,11,NaN,NaN,NaN,NaN,NaN
1312,trintignant,1956,5,reims,bugatti,Throttle,17,0,18,NaN,NaN,NaN,NaN,NaN
1313,trintignant,1956,6,silverstone,vanwall,Fuel system,15,0,74,NaN,NaN,NaN,NaN,NaN
1314,trintignant,1956,8,monza,vanwall,Transmission,17,0,13,NaN,NaN,NaN,NaN,NaN
1315,turner,1956,3,indianapolis,kurtis_kraft,Engine,25,0,131,NaN,NaN,NaN,NaN,NaN
1316,uria,1956,1,galvez,maserati,+10 Laps,6,0,88,NaN,NaN,NaN,NaN,NaN
1317,veith,1956,3,indianapolis,kurtis_kraft,Finished,7,0,200,+6:25.63,NaN,NaN,NaN,NaN
1318,villoresi,1956,4,spa,maserati,+2 Laps,5,2,34,NaN,NaN,NaN,NaN,NaN
1319,villoresi,1956,5,reims,maserati,Brakes,15,0,23,NaN,NaN,NaN,NaN,NaN
1320,villoresi,1956,6,silverstone,maserati,+5 Laps,6,0,96,NaN,NaN,NaN,NaN,NaN
1321,villoresi,1956,7,nurburgring,maserati,Engine,11,0,13,NaN,NaN,NaN,NaN,NaN
1322,villoresi,1956,8,monza,maserati,Engine,20,0,7,NaN,NaN,NaN,NaN,NaN
1323,volonterio,1956,7,nurburgring,maserati,+6 Laps,7,0,16,NaN,NaN,NaN,NaN,NaN
1324,trips,1956,8,monza,ferrari,Withdrew,25,0,0,NaN,NaN,NaN,NaN,NaN
1325,ward,1956,3,indianapolis,kurtis_kraft,Finished,8,0,200,+6:32.31,NaN,NaN,NaN,NaN
1326,agabashian,1957,3,indianapolis,kurtis_kraft,Fuel leak,22,0,107,NaN,NaN,NaN,NaN,NaN
1327,barth,1957,6,nurburgring,porsche,+1 Lap,12,0,21,NaN,NaN,NaN,NaN,NaN
1328,behra,1957,1,galvez,maserati,Finished,2,6,100,+18.3,NaN,NaN,NaN,NaN
1329,behra,1957,4,essarts,maserati,+8 Laps,6,0,69,NaN,NaN,NaN,NaN,NaN
1330,behra,1957,5,aintree,maserati,Clutch,10,0,69,NaN,NaN,NaN,NaN,NaN
1331,behra,1957,6,nurburgring,maserati,Finished,6,0,22,+4:38.5,NaN,NaN,NaN,NaN
1332,behra,1957,7,pescara,maserati,Oil leak,12,0,3,NaN,NaN,NaN,NaN,NaN
1333,behra,1957,8,monza,maserati,Overheating,14,0,49,NaN,NaN,NaN,NaN,NaN
1334,bettenhausen,1957,3,indianapolis,kurtis_kraft,+5 Laps,15,0,195,NaN,NaN,NaN,NaN,NaN
1335,bonnier,1957,1,galvez,maserati,+5 Laps,7,0,95,NaN,NaN,NaN,NaN,NaN
1336,bonnier,1957,5,aintree,maserati,Gearbox,18,0,18,NaN,NaN,NaN,NaN,NaN
1337,bonnier,1957,7,pescara,maserati,Overheating,11,0,7,NaN,NaN,NaN,NaN,NaN
1338,bonnier,1957,8,monza,maserati,Overheating,17,0,31,NaN,NaN,NaN,NaN,NaN
1339,boyd,1957,3,indianapolis,kurtis_kraft,Finished,6,0,200,+4:35.27,NaN,NaN,NaN,NaN
1340,jack_brabham,1957,2,monaco,cooper,+5 Laps,6,0,100,NaN,NaN,NaN,NaN,NaN
1341,jack_brabham,1957,4,essarts,cooper,+9 Laps,7,0,68,NaN,NaN,NaN,NaN,NaN
1342,jack_brabham,1957,5,aintree,cooper,Clutch,9,0,74,NaN,NaN,NaN,NaN,NaN
1343,jack_brabham,1957,6,nurburgring,cooper,Transmission,21,0,6,NaN,NaN,NaN,NaN,NaN
1344,jack_brabham,1957,7,pescara,cooper,+3 Laps,7,0,15,NaN,NaN,NaN,NaN,NaN
1345,brooks,1957,2,monaco,vanwall,Finished,2,6,105,+25.2,NaN,NaN,NaN,NaN
1346,brooks,1957,5,aintree,vanwall,Finished,1,4,90,3:06:37.8,NaN,NaN,NaN,NaN
1347,brooks,1957,6,nurburgring,vanwall,+1 Lap,9,0,21,NaN,NaN,NaN,NaN,NaN
1348,brooks,1957,7,pescara,vanwall,Engine,14,0,1,NaN,NaN,NaN,NaN,NaN
1349,brooks,1957,8,monza,vanwall,+5 Laps,7,1,82,NaN,NaN,NaN,NaN,NaN
1350,bryan,1957,3,indianapolis,kuzma,Finished,3,4,200,+2:13.97,NaN,NaN,NaN,NaN
1351,bueb,1957,2,monaco,connaught,Fuel leak,11,0,47,NaN,NaN,NaN,NaN,NaN
1352,bueb,1957,5,aintree,maserati,+19 Laps,8,0,71,NaN,NaN,NaN,NaN,NaN
1353,castellotti,1957,1,galvez,ferrari,Wheel,11,0,75,NaN,NaN,NaN,NaN,NaN
1354,cheesbourg,1957,3,indianapolis,kurtis_kraft,Fuel leak,26,0,81,NaN,NaN,NaN,NaN,NaN
1355,christie,1957,3,indianapolis,kurtis_kraft,+3 Laps,13,0,197,NaN,NaN,NaN,NaN,NaN
1356,collins,1957,1,galvez,ferrari,+2 Laps,6,0,98,NaN,NaN,NaN,NaN,NaN
1357,collins,1957,2,monaco,ferrari,Accident,14,0,4,NaN,NaN,NaN,NaN,NaN
1358,collins,1957,4,essarts,ferrari,Finished,3,4,77,+2:06.0,NaN,NaN,NaN,NaN
1359,collins,1957,5,aintree,ferrari,+2 Laps,4,0,88,NaN,NaN,NaN,NaN,NaN
1360,collins,1957,6,nurburgring,ferrari,Finished,3,4,22,+35.6,NaN,NaN,NaN,NaN
1361,collins,1957,8,monza,ferrari,Engine,12,0,62,NaN,NaN,NaN,NaN,NaN
1362,daywalt,1957,3,indianapolis,kurtis_kraft,Accident,28,0,53,NaN,NaN,NaN,NaN,NaN
1363,beaufort,1957,6,nurburgring,porsche,+2 Laps,14,0,20,NaN,NaN,NaN,NaN,NaN
1364,portago,1957,1,galvez,ferrari,+2 Laps,5,1,98,NaN,NaN,NaN,NaN,NaN
1365,tomaso,1957,1,galvez,ferrari,+9 Laps,9,0,91,NaN,NaN,NaN,NaN,NaN
1366,edmunds,1957,3,indianapolis,kurtis_kraft,Spun off,19,0,170,NaN,NaN,NaN,NaN,NaN
1367,elisian,1957,3,indianapolis,kurtis_kraft,Retired,29,0,51,NaN,NaN,NaN,NaN,NaN
1368,england,1957,6,nurburgring,cooper,Distributor,22,0,4,NaN,NaN,NaN,NaN,NaN
1369,fairman,1957,5,aintree,brm,Engine,14,0,46,NaN,NaN,NaN,NaN,NaN
1370,fangio,1957,1,galvez,maserati,Finished,1,8,100,3:00:55.9,NaN,NaN,NaN,NaN
1371,fangio,1957,2,monaco,maserati,Finished,1,9,105,3:10:12.8,NaN,NaN,NaN,NaN
1372,fangio,1957,4,essarts,maserati,Finished,1,8,77,3:07:46.4,NaN,NaN,NaN,NaN
1373,fangio,1957,5,aintree,maserati,Engine,13,0,49,NaN,NaN,NaN,NaN,NaN
1374,fangio,1957,6,nurburgring,maserati,Finished,1,9,22,3:30:38.3,NaN,NaN,NaN,NaN
1375,fangio,1957,7,pescara,maserati,Finished,2,6,18,+3:13.9,NaN,NaN,NaN,NaN
1376,fangio,1957,8,monza,maserati,Finished,2,6,87,+41.2,NaN,NaN,NaN,NaN
1377,flockhart,1957,2,monaco,brm,Engine,9,0,60,NaN,NaN,NaN,NaN,NaN
1378,flockhart,1957,4,essarts,brm,Accident,15,0,2,NaN,NaN,NaN,NaN,NaN
1379,freeland,1957,3,indianapolis,kurtis_kraft,+8 Laps,17,0,192,NaN,NaN,NaN,NaN,NaN
1380,george,1957,3,indianapolis,kurtis_kraft,Accident,33,0,0,NaN,NaN,NaN,NaN,NaN
1381,gerard,1957,5,aintree,cooper,+8 Laps,6,0,82,NaN,NaN,NaN,NaN,NaN
1382,gibson,1957,6,nurburgring,cooper,Steering,23,0,3,NaN,NaN,NaN,NaN,NaN
1383,godia,1957,6,nurburgring,maserati,Steering,19,0,11,NaN,NaN,NaN,NaN,NaN
1384,godia,1957,7,pescara,maserati,Engine,9,0,9,NaN,NaN,NaN,NaN,NaN
1385,godia,1957,8,monza,maserati,+6 Laps,9,0,81,NaN,NaN,NaN,NaN,NaN
1386,gonzalez,1957,1,galvez,ferrari,+2 Laps,5,1,98,NaN,NaN,NaN,NaN,NaN
1387,gould,1957,2,monaco,maserati,Accident,13,0,10,NaN,NaN,NaN,NaN,NaN
1388,gould,1957,4,essarts,maserati,Halfshaft,14,0,4,NaN,NaN,NaN,NaN,NaN
1389,gould,1957,5,aintree,maserati,Accident,19,0,0,NaN,NaN,NaN,NaN,NaN
1390,gould,1957,6,nurburgring,maserati,Axle,24,0,2,NaN,NaN,NaN,NaN,NaN
1391,gould,1957,7,pescara,maserati,Accident,15,0,0,NaN,NaN,NaN,NaN,NaN
1392,gould,1957,8,monza,maserati,+9 Laps,10,0,78,NaN,NaN,NaN,NaN,NaN
1393,gregory,1957,2,monaco,maserati,+2 Laps,3,4,103,NaN,NaN,NaN,NaN,NaN
1394,gregory,1957,6,nurburgring,maserati,+1 Lap,8,0,21,NaN,NaN,NaN,NaN,NaN
1395,gregory,1957,7,pescara,maserati,Finished,4,3,18,+8:16.5,NaN,NaN,NaN,NaN
1396,gregory,1957,8,monza,maserati,+3 Laps,4,3,84,NaN,NaN,NaN,NaN,NaN
1397,halford,1957,6,nurburgring,maserati,+1 Lap,11,0,21,NaN,NaN,NaN,NaN,NaN
1398,halford,1957,7,pescara,maserati,Transmission,10,0,9,NaN,NaN,NaN,NaN,NaN
1399,halford,1957,8,monza,maserati,Engine,15,0,47,NaN,NaN,NaN,NaN,NaN
1400,hanks,1957,3,indianapolis,epperly,Finished,1,8,200,3:41:14.25,NaN,NaN,NaN,NaN
1401,hartley,1957,3,indianapolis,lesovsky,Finished,10,0,200,+7:10.12,NaN,NaN,NaN,NaN
1402,hawthorn,1957,1,galvez,ferrari,Clutch,12,0,35,NaN,NaN,NaN,NaN,NaN
1403,hawthorn,1957,2,monaco,ferrari,Engine,7,0,95,NaN,NaN,NaN,NaN,NaN
1404,hawthorn,1957,4,essarts,ferrari,+1 Lap,4,3,76,NaN,NaN,NaN,NaN,NaN
1405,hawthorn,1957,5,aintree,ferrari,Finished,3,4,90,+42.8,NaN,NaN,NaN,NaN
1406,hawthorn,1957,6,nurburgring,ferrari,Finished,2,6,22,+3.6,NaN,NaN,NaN,NaN
1407,hawthorn,1957,8,monza,ferrari,+4 Laps,6,0,83,NaN,NaN,NaN,NaN,NaN
1408,herman,1957,3,indianapolis,dunn,Accident,21,0,111,NaN,NaN,NaN,NaN,NaN
1409,herrmann,1957,2,monaco,maserati,Did not qualify,18,0,0,NaN,NaN,NaN,NaN,NaN
1410,herrmann,1957,6,nurburgring,maserati,Chassis,16,0,14,NaN,NaN,NaN,NaN,NaN
1411,johnson,1957,3,indianapolis,kurtis_kraft,Wheel bearing,25,0,93,NaN,NaN,NaN,NaN,NaN
1412,keller,1957,3,indianapolis,kurtis_kraft,Accident,27,0,75,NaN,NaN,NaN,NaN,NaN
1413,leston,1957,2,monaco,cooper,Did not qualify,21,0,0,NaN,NaN,NaN,NaN,NaN
1414,leston,1957,5,aintree,brm,Engine,15,0,44,NaN,NaN,NaN,NaN,NaN
1415,lewis-evans,1957,2,monaco,connaught,+3 Laps,4,3,102,NaN,NaN,NaN,NaN,NaN
1416,lewis-evans,1957,4,essarts,vanwall,Steering,9,0,30,NaN,NaN,NaN,NaN,NaN
1417,lewis-evans,1957,5,aintree,vanwall,+8 Laps,7,0,82,NaN,NaN,NaN,NaN,NaN
1418,lewis-evans,1957,6,nurburgring,vanwall,Gearbox,20,0,10,NaN,NaN,NaN,NaN,NaN
1419,lewis-evans,1957,7,pescara,vanwall,+1 Lap,5,2,17,NaN,NaN,NaN,NaN,NaN
1420,lewis-evans,1957,8,monza,vanwall,Engine,13,0,49,NaN,NaN,NaN,NaN,NaN
1421,linden,1957,3,indianapolis,kurtis_kraft,Finished,5,2,200,+3:14.27,NaN,NaN,NaN,NaN
1422,macdowel,1957,4,essarts,cooper,+9 Laps,7,0,68,NaN,NaN,NaN,NaN,NaN
1423,mackay-fraser,1957,4,essarts,brm,Transmission,11,0,24,NaN,NaN,NaN,NaN,NaN
1424,magill,1957,3,indianapolis,kurtis_kraft,Accident,24,0,101,NaN,NaN,NaN,NaN,NaN
1425,maglioli,1957,6,nurburgring,porsche,Engine,17,0,13,NaN,NaN,NaN,NaN,NaN
1426,marsh,1957,6,nurburgring,cooper,+5 Laps,15,0,17,NaN,NaN,NaN,NaN,NaN
1427,menditeguy,1957,1,galvez,maserati,+1 Lap,3,4,99,NaN,NaN,NaN,NaN,NaN
1428,menditeguy,1957,2,monaco,maserati,Spun off,10,0,51,NaN,NaN,NaN,NaN,NaN
1429,menditeguy,1957,4,essarts,maserati,Engine,8,0,30,NaN,NaN,NaN,NaN,NaN
1430,menditeguy,1957,5,aintree,maserati,Transmission,17,0,35,NaN,NaN,NaN,NaN,NaN
1431,moss,1957,1,galvez,maserati,+7 Laps,8,1,93,NaN,NaN,NaN,NaN,NaN
1432,moss,1957,2,monaco,vanwall,Accident,15,0,4,NaN,NaN,NaN,NaN,NaN
